id	crohnall.yes	crohnall.no	commensal.yes	commensal.no	pvalues	pvalues.adj	pvalues.adj.bh
OG0000577:___Spermidine/putrescine-binding_periplasmic_protein_precursor	27	0	24	0	1	1	1
OG0003496:___Acetolactate_synthase_isozyme_1_small_subunit	25	2	24	0	0.491764705882353	1	1
OG0000985:___7-cyano-7-deazaguanine_synthase	27	0	24	0	1	1	1
OG0001787:___Putative_osmoprotectant_uptake_system_permease_protein_YehY	27	0	24	0	1	1	1
OG0004206:___Mannitol_2-dehydrogenase	18	9	8	16	0.0254493510232955	1	1
OG0008387:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0006671:___Colicin-E2	1	26	2	22	0.595486194477791	1	1
OG0007707:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0006479:___putative_assembly_protein	0	27	4	20	0.0425210084033614	1	1
OG0002396:___protease_TldD	27	0	24	0	1	1	1
OG0006283:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0003253:___Persistence_and_stress-resistance_antitoxin_PasI	27	0	23	1	0.470588235294118	1	1
OG0008581:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007839:___TrbC/VIRB2_family_protein	1	26	1	23	1	1	1
OG0008535:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0002233:___hypothetical_protein	27	0	24	0	1	1	1
OG0003073:___putative_tRNA/rRNA_methyltransferase	27	0	24	0	1	1	1
OG0009251:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010369:___hypothetical_protein	1	26	0	24	1	1	1
OG0006003:___Nitrite_reductase_[NAD(P)H]	2	25	3	21	0.656330617353324	1	1
OG0007159:___hypothetical_protein	2	25	1	23	1	1	1
OG0010638:___PTS_system_glucitol/sorbitol-specific_EIIC_component	1	26	0	24	1	1	1
OG0000077:___6-phospho-beta-glucosidase_BglB	27	0	24	0	1	1	1
OG0007830:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0000182:___S-adenosylmethionine_synthase	27	0	24	0	1	1	1
OG0010866:___Transcriptional_regulator_containing_PAS,_AAA-type_ATPase,_and_DNA-binding_domains	1	26	0	24	1	1	1
OG0011468:___hypothetical_protein	1	26	0	24	1	1	1
OG0006009:___hypothetical_protein	2	25	1	23	1	1	1
OG0008318:___HTH-type_transcriptional_repressor_AcnR	2	25	0	24	0.491764705882353	1	1
OG0007744:___sensory_histidine_kinase_AtoS	1	26	1	23	1	1	1
OG0008381:___LIV-I_protein_H	2	25	0	24	0.491764705882353	1	1
OG0008184:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0008675:___General_stress_protein_16U	0	27	1	23	0.470588235294118	1	1
OG0004837:___hypothetical_protein	9	18	4	20	0.211119895273493	1	1
OG0010306:___hypothetical_protein	1	26	0	24	1	1	1
OG0001321:___hypothetical_protein	27	0	24	0	1	1	1
OG0001491:___Cytochrome_b561	27	0	24	0	1	1	1
OG0002722:___Branched-chain-amino-acid_aminotransferase	27	0	24	0	1	1	1
OG0008974:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008140:___hypothetical_protein	1	26	1	23	1	1	1
OG0001592:___Esterase_YdiI	27	0	24	0	1	1	1
OG0007028:___putative_diguanylate_cyclase_YfiN	2	25	1	23	1	1	1
OG0001629:___Succinylglutamate_desuccinylase	27	0	24	0	1	1	1
OG0007194:___Secreted_chorismate_mutase_precursor	2	25	1	23	1	1	1
OG0003817:___HNH_endonuclease	15	12	12	12	0.781924352415865	1	1
OG0003722:___hypothetical_protein	23	4	19	5	0.718031260005239	1	1
OG0004618:___hypothetical_protein	6	21	11	13	0.135735172440016	1	1
OG0002067:___30S_ribosomal_protein_S16	27	0	24	0	1	1	1
OG0003878:___Transposase	14	13	16	8	0.394021287248227	1	1
OG0008348:___hypothetical_protein	1	26	1	23	1	1	1
OG0000836:___Aconitate_hydratase_2	27	0	24	0	1	1	1
OG0011283:___Putative_transcriptional_regulator_of_2-aminoethylphosphonate_degradation_operons	1	26	0	24	1	1	1
OG0004859:___Type-1_fimbrial_protein,_A_chain_precursor	5	22	9	15	0.208575351309711	1	1
OG0003567:___Inner_membrane_protein_YjiG	26	1	22	2	0.595486194477791	1	1
OG0009031:___UDP-galactopyranose_mutase	0	27	1	23	0.470588235294118	1	1
OG0000604:___Cystathionine_beta-lyase_PatB	27	0	24	0	1	1	1
OG0001980:___tRNA(Met)_cytidine_acetyltransferase_TmcA	27	0	24	0	1	1	1
OG0010032:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007687:___hypothetical_protein	1	26	1	23	1	1	1
OG0003222:___2-keto-3-deoxy-L-rhamnonate_aldolase	26	1	24	0	1	1	1
OG0000631:___Multidrug_resistance_protein_MdtC	27	0	24	0	1	1	1
OG0002988:___hypothetical_protein	27	0	24	0	1	1	1
OG0010663:___hypothetical_protein	1	26	0	24	1	1	1
OG0009549:___glmZ(sRNA)-inactivating_NTPase	0	27	1	23	0.470588235294118	1	1
OG0008442:___Beta-galactosidase	2	25	0	24	0.491764705882353	1	1
OG0002015:___tRNA_(cytidine/uridine-2'-O-)-methyltransferase_TrmJ	27	0	24	0	1	1	1
OG0000960:___Riboflavin_biosynthesis_protein_RibD	27	0	24	0	1	1	1
OG0011579:___hypothetical_protein	1	26	0	24	1	1	1
OG0001162:___Inner_membrane_protein_YbhN	27	0	24	0	1	1	1
OG0006294:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0010396:___hypothetical_protein	1	26	0	24	1	1	1
OG0010459:___hypothetical_protein	1	26	0	24	1	1	1
OG0004620:___Antirestriction_protein_Ral	7	20	7	17	1	1	1
OG0003501:___Glycerol-3-phosphate_regulon_repressor	25	2	24	0	0.491764705882353	1	1
OG0007479:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0001935:___putative_peptidase	27	0	24	0	1	1	1
OG0004161:___Toxin_HigB-1	18	9	7	17	0.0115477779198127	1	1
OG0010682:___hypothetical_protein	1	26	0	24	1	1	1
OG0006847:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0004805:___Yop_proteins_translocation_protein_F	4	23	11	13	0.0294376790195089	1	1
OG0004404:___hypothetical_protein	8	19	12	12	0.161420561083853	1	1
OG0006162:___hypothetical_protein	2	25	3	21	0.656330617353324	1	1
OG0000399:___Molybdopterin_molybdenumtransferase	27	0	24	0	1	1	1
OG0003768:___High-affinity_gluconate_transporter	21	6	18	6	1	1	1
OG0011358:___hypothetical_protein	1	26	0	24	1	1	1
OG0003624:___Type_II_secretion_system_protein_H_precursor	26	1	20	4	0.174595795765115	1	1
OG0010209:___Glutamine_transport_ATP-binding_protein_GlnQ	1	26	0	24	1	1	1
OG0000356:___Bifunctional_NAD(P)H-hydrate_repair_enzyme_Nnr	27	0	24	0	1	1	1
OG0005172:___hypothetical_protein	3	24	8	16	0.0876560614470382	1	1
OG0003184:___hypothetical_protein	27	0	23	1	0.470588235294118	1	1
OG0006462:___Cyclopropane-fatty-acyl-phospholipid_synthase	3	24	1	23	0.61234093637455	1	1
OG0004714:___hypothetical_protein	5	22	11	13	0.0680578755909732	1	1
OG0000364:___LPS-assembly_protein_LptD_precursor	27	0	24	0	1	1	1
OG0004330:___Acetyltransferase_(GNAT)_family_protein	10	17	13	11	0.267174959264146	1	1
OG0004323:___Methylmalonyl-CoA_decarboxylase	9	18	14	10	0.0951998621803338	1	1
OG0008339:___Nitrate/nitrite_transporter_NarU	2	25	0	24	0.491764705882353	1	1
OG0006387:___hypothetical_protein	1	26	3	21	0.331428571428571	1	1
OG0000195:___Cob(I)yrinic_acid_a,c-diamide_adenosyltransferase	27	0	24	0	1	1	1
OG0001625:___Osmotically-inducible_lipoprotein_E_precursor	27	0	24	0	1	1	1
OG0003346:___hypothetical_protein	26	1	24	0	1	1	1
OG0005671:___hypothetical_protein	4	23	3	21	1	1	1
OG0007531:___FlgN_protein	0	27	2	22	0.216470588235294	1	1
OG0004333:___LexA_repressor	10	17	10	14	0.780137155511061	1	1
OG0003635:___Inner_membrane_ABC_transporter_permease_protein_YcjO	24	3	22	2	1	1	1
OG0010115:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0000397:___putative_ABC_transporter_ATP-binding_protein_YbhF	27	0	24	0	1	1	1
OG0006650:___hypothetical_protein	2	25	2	22	1	1	1
OG0004566:___Formate_hydrogenlyase_subunit_7	5	22	13	11	0.0100002614044202	1	1
OG0007984:___4-alpha-L-fucosyltransferase	1	26	1	23	1	1	1
OG0008738:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005046:___Peptidoglycan_hydrolase_FlgJ	7	20	5	19	0.749033630178879	1	1
OG0011645:___2-amino-3-ketobutyrate_coenzyme_A_ligase	1	26	0	24	1	1	1
OG0008225:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0005663:___DNA_topoisomerase_3	4	23	3	21	1	1	1
OG0004651:___hypothetical_protein	10	17	7	17	0.766636805410863	1	1
OG0009015:___DNA_adenine_methylase	0	27	1	23	0.470588235294118	1	1
OG0001768:___Multidrug_resistance_protein_MdtA_precursor	27	0	24	0	1	1	1
OG0010533:___hypothetical_protein	1	26	0	24	1	1	1
OG0007285:___hypothetical_protein	3	24	0	24	0.237647058823529	1	1
OG0008020:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0002461:___hypothetical_protein	27	0	24	0	1	1	1
OG0003641:___Inner_membrane_metabolite_transport_protein_YdjE	25	2	21	3	0.656330617353324	1	1
OG0002116:___Cell_division_protein_FtsB	27	0	24	0	1	1	1
OG0010540:___hypothetical_protein	1	26	0	24	1	1	1
OG0006182:___Maltose/maltodextrin_import_ATP-binding_protein_MalK	2	25	3	21	0.656330617353324	1	1
OG0001998:___Exodeoxyribonuclease_7_large_subunit	27	0	24	0	1	1	1
OG0005187:___L-lactate_permease	6	21	5	19	1	1	1
OG0008147:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0003072:___Aerobic_respiration_control_protein_ArcA	27	0	24	0	1	1	1
OG0010908:___Glutaminase_1	1	26	0	24	1	1	1
OG0004461:___hypothetical_protein	9	18	9	15	0.777618602803293	1	1
OG0002819:___Fructose-1,6-bisphosphatase_1_class_2	27	0	24	0	1	1	1
OG0006654:___hypothetical_protein	2	25	2	22	1	1	1
OG0005346:___CMP-N,N'-diacetyllegionaminic_acid_synthase	8	19	2	22	0.0805367174083884	1	1
OG0003662:___Inner_membrane_protein_YecN	26	1	19	5	0.0876324998084339	1	1
OG0008036:___hypothetical_protein	1	26	1	23	1	1	1
OG0004315:___L-carnitine/gamma-butyrobetaine_antiporter	9	18	14	10	0.0951998621803338	1	1
OG0008649:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0003386:___hypothetical_protein	24	3	16	8	0.0876560614470381	1	1
OG0007493:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0005074:___2-hydroxyhexa-2,4-dienoate_hydratase	3	24	9	15	0.0456157698715068	1	1
OG0008430:___FeS_cluster_assembly_protein_SufB	2	25	0	24	0.491764705882353	1	1
OG0001191:___Glutathione_import_ATP-binding_protein_GsiA	27	0	24	0	1	1	1
OG0009748:___Carbonic_anhydrase_2	0	27	1	23	0.470588235294118	1	1
OG0006766:___Anti-sigma-E_factor_RseA	1	26	2	22	0.595486194477791	1	1
OG0007076:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0002751:___Threonine_efflux_protein	27	0	24	0	1	1	1
OG0009235:___Transposase	0	27	1	23	0.470588235294118	1	1
OG0011246:___hypothetical_protein	1	26	0	24	1	1	1
OG0005746:___hypothetical_protein	5	22	2	22	0.424727337743608	1	1
OG0009630:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0006094:___hypothetical_protein	2	25	3	21	0.656330617353324	1	1
OG0003186:___Inner_membrane_protein_YnjF	27	0	23	1	0.470588235294118	1	1
OG0001816:___Murein_DD-endopeptidase_MepS/Murein_LD-carboxypeptidase_precursor	27	0	24	0	1	1	1
OG0004125:___putative_DNA-binding_transcriptional_regulator	18	9	10	14	0.0951998621803338	1	1
OG0003639:___putative_fructose-bisphosphate_aldolase	25	2	21	3	0.656330617353324	1	1
OG0009332:___Sulfite_exporter_TauE/SafE	0	27	1	23	0.470588235294118	1	1
OG0004920:___Negative_regulator_of_SacY_activity	10	17	4	20	0.126921221415758	1	1
OG0009847:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005189:___Carboxymuconolactone_decarboxylase_family_protein	6	21	4	20	0.731458342862132	1	1
OG0008255:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0005509:___Tellurite_methyltransferase	4	23	4	20	1	1	1
OG0008882:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005831:___Xaa-Pro_dipeptidase	4	23	2	22	0.671272764424919	1	1
OG0009250:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010284:___hypothetical_protein	1	26	0	24	1	1	1
OG0009853:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0006011:___Putative_multidrug_resistance_protein_MdtD	1	26	4	20	0.174595795765115	1	1
OG0007006:___Glycosyltransferase_family_25_(LPS_biosynthesis_protein)	1	26	2	22	0.595486194477791	1	1
OG0004094:___Thermoresistant_gluconokinase	14	13	14	10	0.77950128966493	1	1
OG0000273:___Fatty_acid_oxidation_complex_subunit_alpha	27	0	24	0	1	1	1
OG0003049:___Patatin-like_phospholipase	27	0	24	0	1	1	1
OG0007185:___hypothetical_protein	2	25	1	23	1	1	1
OG0001693:___Phosphogluconate_dehydratase	27	0	24	0	1	1	1
OG0008593:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007310:___VirB8_protein	3	24	0	24	0.237647058823529	1	1
OG0008473:___Alpha-amylase_precursor	2	25	0	24	0.491764705882353	1	1
OG0010934:___hypothetical_protein	1	26	0	24	1	1	1
OG0000971:___Inner_membrane_transport_protein_YajR	27	0	24	0	1	1	1
OG0004502:___putative_lipoprotein_GfcB_precursor	7	20	12	12	0.0905895387255738	1	1
OG0006344:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0010424:___hypothetical_protein	1	26	0	24	1	1	1
OG0007706:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0001188:___Fructose-6-phosphate_aldolase_1	27	0	24	0	1	1	1
OG0003506:___hypothetical_protein	26	1	23	1	1	1	1
OG0004480:___Ribbon-helix-helix_protein,_copG_family	11	16	7	17	0.557982654954693	1	1
OG0003331:___Cold_shock_protein_CspA	26	1	24	0	1	1	1
OG0009923:___3D-(3,5/4)-trihydroxycyclohexane-1,2-dione_hydrolase	0	27	1	23	0.470588235294118	1	1
OG0002410:___hypothetical_protein	27	0	24	0	1	1	1
OG0004336:___Chaperone_protein_FimC_precursor	14	13	9	15	0.400443410565562	1	1
OG0010729:___hypothetical_protein	1	26	0	24	1	1	1
OG0007373:___Hsc20	3	24	0	24	0.237647058823529	1	1
OG0008749:___multidrug_efflux_protein	0	27	1	23	0.470588235294118	1	1
OG0003432:___Flagellar_assembly_protein_FliH	25	2	24	0	0.491764705882353	1	1
OG0006432:___Inner_membrane_transporter_YgjI	3	24	1	23	0.61234093637455	1	1
OG0007002:___6-phosphogluconate_phosphatase	1	26	2	22	0.595486194477791	1	1
OG0010969:___hypothetical_protein	1	26	0	24	1	1	1
OG0007566:___Quinoprotein_glucose_dehydrogenase	1	26	1	23	1	1	1
OG0004722:___EcoKI_restriction-modification_system_protein_HsdS	9	18	5	19	0.362677508217417	1	1
OG0005158:___ribulose-1,5-biphosphate_synthetase	10	17	2	22	0.0215252657102474	1	1
OG0008893:___putative_protease_YhbU_precursor	0	27	1	23	0.470588235294118	1	1
OG0001876:___NADH-quinone_oxidoreductase_subunit_E	27	0	24	0	1	1	1
OG0002932:___hypothetical_protein	27	0	24	0	1	1	1
OG0010453:___hypothetical_protein	1	26	0	24	1	1	1
OG0001255:___Chromosome_partition_protein_MukE	27	0	24	0	1	1	1
OG0005680:___hypothetical_protein	5	22	2	22	0.424727337743608	1	1
OG0009168:___Leucine_efflux_protein	0	27	1	23	0.470588235294118	1	1
OG0000512:___Valine--tRNA_ligase	27	0	24	0	1	1	1
OG0003862:___hypothetical_protein	23	4	12	12	0.0142236621883259	1	1
OG0002434:___30S_ribosomal_protein_S5	27	0	24	0	1	1	1
OG0003963:___Oxidoreductase_family,_NAD-binding_Rossmann_fold	18	9	13	11	0.401843731905091	1	1
OG0008880:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007718:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0006084:___acyl_carrier_protein	0	27	5	19	0.0180940461290899	1	1
OG0001850:___Anaerobic_glycerol-3-phosphate_dehydrogenase_subunit_C	27	0	24	0	1	1	1
OG0007239:___integrating_conjugative_element_protein_PilL,_PFGI-1_class	2	25	1	23	1	1	1
OG0004237:___Sialic_acid-binding_periplasmic_protein_SiaP_precursor	15	12	8	16	0.160168232189774	1	1
OG0006239:___hypothetical_protein	3	24	2	22	1	1	1
OG0003081:___Fimbrial_protein	27	0	23	1	0.470588235294118	1	1
OG0006657:___hypothetical_protein	2	25	2	22	1	1	1
OG0010641:___hypothetical_protein	1	26	0	24	1	1	1
OG0008109:___hypothetical_protein	1	26	1	23	1	1	1
OG0004004:___Gluconate_5-dehydrogenase	15	12	15	9	0.776590980599949	1	1
OG0002799:___L-rhamnose_isomerase	27	0	24	0	1	1	1
OG0000817:___D-alanine--D-alanine_ligase_B	27	0	24	0	1	1	1
OG0001510:___Fe(3+)_dicitrate_transport_protein_FecA_precursor	27	0	24	0	1	1	1
OG0010059:___PD-(D/E)XK_nuclease_superfamily_protein	0	27	1	23	0.470588235294118	1	1
OG0010519:___flagella_biosynthesis_regulator	1	26	0	24	1	1	1
OG0008301:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0006495:___hypothetical_protein	1	26	3	21	0.331428571428571	1	1
OG0003740:___putative_HTH-type_transcriptional_regulator	14	13	17	7	0.250957466079348	1	1
OG0002156:___putative_lipoprotein_YgdR_precursor	27	0	24	0	1	1	1
OG0006123:___hypothetical_protein	0	27	5	19	0.0180940461290899	1	1
OG0006910:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0001656:___hypothetical_protein	27	0	24	0	1	1	1
OG0004231:___HTH-type_transcriptional_repressor_BdcR	11	16	14	10	0.266831211274678	1	1
OG0005766:___hypothetical_protein	4	23	2	22	0.671272764424919	1	1
OG0000189:___Major_exported_protein	25	2	19	5	0.23227248346147	1	1
OG0004139:___Bacteriophage_lambda_Kil_protein	11	16	11	13	0.781555625475505	1	1
OG0005195:___FRG_domain_protein	4	23	4	20	1	1	1
OG0006772:___ATP-dependent_zinc_metalloprotease_FtsH	2	25	1	23	1	1	1
OG0008830:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0004718:___Replicative_DNA_helicase	9	18	5	19	0.362677508217417	1	1
OG0004656:___Outer_membrane_usher_protein_PapC_precursor	8	19	6	18	0.762242386485254	1	1
OG0001133:___translocation_protein_TolB	27	0	24	0	1	1	1
OG0004244:___hypothetical_protein	10	17	10	14	0.780137155511061	1	1
OG0006815:___Xylulose_kinase	0	27	3	21	0.0971908763505402	1	1
OG0009086:___molybdenum_transport_protein_ModD	0	27	1	23	0.470588235294118	1	1
OG0001582:___putative_ferredoxin-like_protein_YdhX_precursor	26	1	24	0	1	1	1
OG0011107:___hypothetical_protein	1	26	0	24	1	1	1
OG0005242:___Galactitol-specific_phosphotransferase_enzyme_IIB_component	9	18	2	22	0.0424863661446766	1	1
OG0007610:___hypothetical_protein	1	26	1	23	1	1	1
OG0007392:___Transposase_DDE_domain_protein	3	24	0	24	0.237647058823529	1	1
OG0008117:___hypothetical_protein	1	26	1	23	1	1	1
OG0011522:___hypothetical_protein	1	26	0	24	1	1	1
OG0011228:___50S_ribosomal_protein_L16_arginine_hydroxylase	1	26	0	24	1	1	1
OG0009076:___L-lactate_dehydrogenase_[cytochrome]	0	27	1	23	0.470588235294118	1	1
OG0009374:___Secretion_system_effector_C_(SseC)_like_family_protein	0	27	1	23	0.470588235294118	1	1
OG0007180:___hypothetical_protein	2	25	1	23	1	1	1
OG0009682:___Long-chain-fatty-acid--CoA_ligase	0	27	1	23	0.470588235294118	1	1
OG0000257:___hypothetical_protein	27	0	24	0	1	1	1
OG0007613:___Chromosome_partition_protein_Smc	1	26	1	23	1	1	1
OG0004527:___hypothetical_protein	5	22	9	15	0.208575351309711	1	1
OG0005898:___hypothetical_protein	3	24	3	21	1	1	1
OG0011353:___hypothetical_protein	1	26	0	24	1	1	1
OG0005013:___ATP-dependent_DNA_helicase_RecQ	10	17	3	21	0.0583695661921736	1	1
OG0001064:___putative_HTH-type_transcriptional_regulator_YbdO	26	1	24	0	1	1	1
OG0007922:___Deoxyguanosinetriphosphate_triphosphohydrolase	0	27	2	22	0.216470588235294	1	1
OG0004152:___Aldose_1-epimerase	17	10	9	15	0.0949572165407092	1	1
OG0001264:___Cell_division_protein_ZapC	27	0	24	0	1	1	1
OG0010380:___hypothetical_protein	1	26	0	24	1	1	1
OG0006037:___hypothetical_protein	0	27	4	20	0.0425210084033614	1	1
OG0011253:___Serine/threonine_exchanger_SteT	1	26	0	24	1	1	1
OG0003530:___putative_two-component-system_connector_protein_YcgZ	25	2	23	1	1	1	1
OG0008897:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0011507:___hypothetical_protein	1	26	0	24	1	1	1
OG0006785:___Attachment_invasion_locus_protein_precursor	0	27	3	21	0.0971908763505402	1	1
OG0011266:___Potassium-transporting_ATPase_A_chain	1	26	0	24	1	1	1
OG0000168:___Potassium-transporting_ATPase_C_chain	27	0	24	0	1	1	1
OG0003691:___hypothetical_protein	23	4	21	3	1	1	1
OG0004142:___Arsenic_efflux_pump_protein	9	18	14	10	0.0951998621803338	1	1
OG0000130:___Phage_antitermination_protein_Q	22	5	22	2	0.424727337743608	1	1
OG0007419:___Viral_(Superfamily_1)_RNA_helicase	3	24	0	24	0.237647058823529	1	1
OG0000797:___Thiamine-binding_periplasmic_protein_precursor	27	0	24	0	1	1	1
OG0000533:___2-methylcitrate_dehydratase	26	1	24	0	1	1	1
OG0009288:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0001087:___Ribosomal_silencing_factor_RsfS	27	0	24	0	1	1	1
OG0008719:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0004437:___hypothetical_protein	9	18	6	18	0.554204474659851	1	1
OG0002714:___D-ribose_pyranase	27	0	24	0	1	1	1
OG0010552:___hypothetical_protein	1	26	0	24	1	1	1
OG0006885:___hypothetical_protein	1	26	2	22	0.595486194477791	1	1
OG0005452:___hypothetical_protein	3	24	6	18	0.275910502746373	1	1
OG0000011:___Caudovirales_tail_fiber_assembly_protein	22	5	24	0	0.0524609843937575	1	1
OG0002827:___Primosomal_protein_N'	27	0	24	0	1	1	1
OG0005037:___Siphovirus_Gp157	7	20	4	20	0.507673628580576	1	1
OG0009936:___Sugar_phosphatase_YfbT	0	27	1	23	0.470588235294118	1	1
OG0006849:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0008408:___Zinc_import_ATP-binding_protein_ZnuC	2	25	0	24	0.491764705882353	1	1
OG0003139:___hypothetical_protein	27	0	23	1	0.470588235294118	1	1
OG0006783:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0009464:___Plasmid_stabilization_system_protein	0	27	1	23	0.470588235294118	1	1
OG0007736:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0000939:___hypothetical_protein	27	0	24	0	1	1	1
OG0008532:___Poly-beta-1,6-N-acetyl-D-glucosamine_export_protein_precursor	2	25	0	24	0.491764705882353	1	1
OG0007476:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0006096:___hypothetical_protein	0	27	5	19	0.0180940461290899	1	1
OG0010182:___conjugative_transfer_ATPase,_family	0	27	1	23	0.470588235294118	1	1
OG0007199:___oxidoreductase	2	25	1	23	1	1	1
OG0008507:___putative_glycosyl_transferase	2	25	0	24	0.491764705882353	1	1
OG0006110:___hypothetical_protein	3	24	2	22	1	1	1
OG0001455:___Peptide_transport_system_permease_protein_SapB	27	0	24	0	1	1	1
OG0008192:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0000958:___putative_lipoprotein_YajI_precursor	27	0	24	0	1	1	1
OG0002860:___50S_ribosomal_protein_L7/L12	27	0	24	0	1	1	1
OG0000349:___Regulatory_protein_UhpC	27	0	24	0	1	1	1
OG0000096:___Antitoxin_MazE	24	3	23	1	0.61234093637455	1	1
OG0002253:___Putative_acid--amine_ligase_YgiC	27	0	24	0	1	1	1
OG0001469:___hypothetical_protein	27	0	24	0	1	1	1
OG0006180:___hypothetical_protein	1	26	4	20	0.174595795765115	1	1
OG0003796:___Putative_type_II_secretion_system_protein_H_precursor	23	4	14	10	0.0575752508072899	1	1
