Operon	Gene	Location	Strand	Length	Gene	Synonym	Code	COG	Product	
1491 	prok_03751 	3959858..3961228 	- 	1371 	glmU_2 	prok_03751 	- 	- 	Bifunctional protein GlmU
1492 	prok_03752 	3961581..3962000 	- 	420 	atpC 	prok_03752 	- 	- 	F-ATPase epsilon subunit
1492 	prok_03753 	3962021..3963403 	- 	1383 	atpD 	prok_03753 	- 	- 	ATP synthase subunit beta
1492 	prok_03754 	3963430..3964293 	- 	864 	atpG 	prok_03754 	- 	- 	F-ATPase gamma subunit
1492 	prok_03755 	3964344..3965885 	- 	1542 	atpA 	prok_03755 	- 	- 	ATP synthase subunit alpha
1492 	prok_03756 	3965898..3966431 	- 	534 	atpH 	prok_03756 	- 	- 	F-type ATPase subunit delta
1492 	prok_03757 	3966446..3966916 	- 	471 	atpF 	prok_03757 	- 	- 	F-type ATPase subunit b
1492 	prok_03758 	3966978..3967217 	- 	240 	atpE 	prok_03758 	- 	- 	Lipid-binding protein
1492 	prok_03759 	3967264..3968079 	- 	816 	atpB 	prok_03759 	- 	- 	F-ATPase subunit 6
1492 	prok_03760 	3968088..3968468 	- 	381 	atpI 	prok_03760 	- 	- 	ATP synthase protein I
1493 	prok_03761 	3969085..3969708 	- 	624 	rsmG 	prok_03761 	- 	- 	Ribosomal RNA small subunit methyltransferase G
1493 	prok_03762 	3969772..3971661 	- 	1890 	mnmG 	prok_03762 	- 	- 	Glucose-inhibited division protein A
1494 	prok_03763 	3972040..3972483 	- 	444 	cysJ_3 	prok_03763 	- 	- 	Sulfite reductase [NADPH] flavoprotein alpha-component
1494 	prok_03764 	3972573..3973031 	- 	459 	asnC 	prok_03764 	- 	- 	Regulatory protein AsnC
1495 	prok_03765 	3973183..3974175 	+ 	993 	asnA 	prok_03765 	- 	- 	Aspartate--ammonia ligase
1496 	prok_03766 	3974180..3975631 	- 	1452 	viaA 	prok_03766 	- 	- 	VWA domain protein interacting with AAA ATPase
1496 	prok_03767 	3975625..3977121 	- 	1497 	ravA 	prok_03767 	- 	- 	ATPase RavA
1497 	prok_03768 	3977344..3979212 	+ 	1869 	- 	prok_03768 	- 	- 	potassium transport protein Kup
1497 	prok_03769 	3979379..3979798 	+ 	420 	rbsD 	prok_03769 	- 	- 	D-ribose pyranase
1497 	prok_03770 	3979806..3981311 	+ 	1506 	rbsA_2 	prok_03770 	- 	- 	Ribose import ATP-binding protein RbsA
1497 	prok_03771 	3981316..3982281 	+ 	966 	rbsC_4 	prok_03771 	- 	- 	Ribose transport system permease protein RbsC
1497 	prok_03772 	3982306..3983196 	+ 	891 	rbsB_2 	prok_03772 	- 	- 	D-ribose-binding periplasmic protein precursor
1497 	prok_03773 	3983322..3984251 	+ 	930 	rbsK_1 	prok_03773 	- 	- 	Ribokinase
1497 	prok_03774 	3984255..3985247 	+ 	993 	rbsR 	prok_03774 	- 	- 	Ribose operon repressor
1498 	prok_03775 	3985213..3986640 	- 	1428 	hsrA 	prok_03775 	- 	- 	High-copy suppressor of rspA
1498 	prok_03776 	3986663..3987355 	- 	693 	pdhR_3 	prok_03776 	- 	- 	Pyruvate dehydrogenase complex repressor
1499 	prok_03783 	3993157..3993996 	- 	840 	gltC_3 	prok_03783 	- 	- 	HTH-type transcriptional regulator GltC
1500 	prok_03784 	3994115..3994453 	+ 	339 	- 	prok_03784 	- 	- 	Protein of unknown function, DUF
1501 	prok_03785 	3994478..3995998 	- 	1521 	comM 	prok_03785 	- 	- 	Competence protein ComM
1502 	prok_03786 	3996589..3998235 	+ 	1647 	ilvG 	prok_03786 	- 	- 	Acetolactate synthase isozyme 2 large subunit
1502 	prok_03787 	3998232..3998495 	+ 	264 	ilvM 	prok_03787 	- 	- 	Acetolactate synthase isozyme 2 small subunit
1502 	prok_03788 	3998515..3999444 	+ 	930 	ilvE 	prok_03788 	- 	- 	Branched-chain-amino-acid aminotransferase
1502 	prok_03789 	3999509..4001359 	+ 	1851 	ilvD 	prok_03789 	- 	- 	Dihydroxy-acid dehydratase
1502 	prok_03790 	4001359..4002906 	+ 	1548 	ilvA 	prok_03790 	- 	- 	L-threonine dehydratase biosynthetic IlvA
1503 	prok_03791 	4002903..4003877 	- 	975 	gltC_4 	prok_03791 	- 	- 	HTH-type transcriptional regulator GltC
1504 	prok_03792 	4003943..4005418 	+ 	1476 	ilvC 	prok_03792 	- 	- 	Ketol-acid reductoisomerase
1505 	prok_03793 	4005464..4005745 	- 	282 	ppiC 	prok_03793 	- 	- 	Peptidyl-prolyl cis-trans isomerase C
1506 	prok_03794 	4005832..4007853 	+ 	2022 	rep 	prok_03794 	- 	- 	ATP-dependent DNA helicase rep
1507 	prok_03795 	4007900..4009384 	- 	1485 	gppA 	prok_03795 	- 	- 	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
1507 	prok_03796 	4009520..4010785 	- 	1266 	rhlB 	prok_03796 	- 	- 	ATP-dependent RNA helicase RhlB
1508 	prok_03797 	4010916..4011245 	+ 	330 	trxA_2 	prok_03797 	- 	- 	Thioredoxin-1
1509 	prok_03798 	4011572..4012831 	+ 	1260 	rho 	prok_03798 	- 	- 	hypothetical protein
1510 	prok_03799 	4013071..4014174 	+ 	1104 	wecA 	prok_03799 	- 	- 	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
1510 	prok_03800 	4014186..4015232 	+ 	1047 	wzzE 	prok_03800 	- 	- 	Lipopolysaccharide biosynthesis protein WzzE
1510 	prok_03801 	4015288..4016418 	+ 	1131 	wecB 	prok_03801 	- 	- 	UDP-N-acetylglucosamine 2-epimerase
1510 	prok_03802 	4016415..4017677 	+ 	1263 	wbpA 	prok_03802 	- 	- 	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
1510 	prok_03803 	4017677..4018744 	+ 	1068 	rffG 	prok_03803 	- 	- 	dTDP-glucose 4,6-dehydratase 2
1510 	prok_03804 	4018763..4019644 	+ 	882 	rmlA2 	prok_03804 	- 	- 	Glucose-1-phosphate thymidylyltransferase 2
1510 	prok_03805 	4019622..4020296 	+ 	675 	wecD 	prok_03805 	- 	- 	dTDP-fucosamine acetyltransferase
1510 	prok_03806 	4020301..4021431 	+ 	1131 	arnB_2 	prok_03806 	- 	- 	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
1510 	prok_03807 	4021433..4022683 	+ 	1251 	- 	prok_03807 	- 	- 	O-antigen translocase
1510 	prok_03808 	4022680..4023759 	+ 	1080 	wecF 	prok_03808 	- 	- 	4-alpha-L-fucosyltransferase
1510 	prok_03809 	4023756..4025108 	+ 	1353 	- 	prok_03809 	- 	- 	putative common antigen polymerase
1510 	prok_03810 	4025111..4025851 	+ 	741 	tagA 	prok_03810 	- 	- 	Putative N-acetylmannosaminyltransferase
1511 	prok_03811 	4026042..4027427 	+ 	1386 	yifK 	prok_03811 	- 	- 	putative transport protein YifK
1512 	prok_03816 	4028113..4029348 	+ 	1236 	chuR_2 	prok_03816 	- 	- 	Anaerobic sulfatase-maturating enzyme
1513 	prok_03817 	4029506..4031161 	- 	1656 	atsA_2 	prok_03817 	- 	- 	Arylsulfatase
1514 	prok_03818 	4031840..4033036 	- 	1197 	- 	prok_03818 	- 	- 	putative protoheme IX biogenesis protein
1514 	prok_03819 	4033039..4034220 	- 	1182 	hemX 	prok_03819 	- 	- 	Putative uroporphyrinogen-III C-methyltransferase
1514 	prok_03820 	4034242..4034982 	- 	741 	hemD 	prok_03820 	- 	- 	Uroporphyrinogen-III synthase
1514 	prok_03821 	4034979..4035941 	- 	963 	hemC 	prok_03821 	- 	- 	Porphobilinogen deaminase
1515 	prok_03822 	4036307..4038853 	+ 	2547 	cyaA 	prok_03822 	- 	- 	Adenylate cyclase
1516 	prok_03823 	4038893..4039213 	- 	321 	- 	prok_03823 	- 	- 	frataxin-like protein
1516 	prok_03824 	4039261..4039494 	- 	234 	- 	prok_03824 	- 	- 	hypothetical protein
1517 	prok_03825 	4039683..4039886 	+ 	204 	- 	prok_03825 	- 	- 	putative small periplasmic lipoprotein
1517 	prok_03826 	4039923..4040747 	+ 	825 	dapF 	prok_03826 	- 	- 	Diaminopimelate epimerase
1517 	prok_03827 	4040744..4041451 	+ 	708 	- 	prok_03827 	- 	- 	hypothetical protein
1517 	prok_03828 	4041448..4042344 	+ 	897 	xerC_1 	prok_03828 	- 	- 	Tyrosine recombinase XerC
1517 	prok_03829 	4042344..4043060 	+ 	717 	yigB 	prok_03829 	- 	- 	Flavin mononucleotide phosphatase YigB
1517 	prok_03830 	4043144..4045306 	+ 	2163 	uvrD 	prok_03830 	- 	- 	DNA helicase II
1518 	prok_03831 	4045351..4046253 	- 	903 	- 	prok_03831 	- 	- 	S-adenosyl-l-methionine hydroxide adenosyltransferase
1518 	prok_03832 	4046336..4047100 	- 	765 	- 	prok_03832 	- 	- 	Exopolysaccharide biosynthesis protein related to N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
1519 	prok_03833 	4047470..4048420 	+ 	951 	corA 	prok_03833 	- 	- 	Magnesium transport protein CorA
1520 	prok_03834 	4048456..4048953 	- 	498 	- 	prok_03834 	- 	- 	hypothetical protein
1520 	prok_03835 	4048950..4049798 	- 	849 	- 	prok_03835 	- 	- 	hypothetical protein
1521 	prok_03836 	4050109..4050999 	- 	891 	- 	prok_03836 	- 	- 	putative chloramphenical resistance permease RarD
1521 	prok_03837 	4051051..4051518 	- 	468 	- 	prok_03837 	- 	- 	putative domain 1
1522 	prok_03838 	4051683..4052552 	+ 	870 	pldA 	prok_03838 	- 	- 	Phospholipase A1 precursor
1522 	prok_03839 	4052671..4054506 	+ 	1836 	recQ 	prok_03839 	- 	- 	ATP-dependent DNA helicase RecQ
1522 	prok_03840 	4054570..4055190 	+ 	621 	rhtC_2 	prok_03840 	- 	- 	Threonine efflux protein
1523 	prok_03841 	4055251..4055871 	- 	621 	rhtB 	prok_03841 	- 	- 	Homoserine/homoserine lactone efflux protein
1524 	prok_03842 	4055982..4057004 	+ 	1023 	- 	prok_03842 	- 	- 	lysophospholipase L2
1524 	prok_03843 	4057012..4057812 	+ 	801 	yigL 	prok_03843 	- 	- 	Pyridoxal phosphate phosphatase YigL
1524 	prok_03844 	4057888..4058787 	+ 	900 	- 	prok_03844 	- 	- 	carboxylate/amino acid/amine transporter
1525 	prok_03845 	4058675..4059628 	- 	954 	gltR_2 	prok_03845 	- 	- 	HTH-type transcriptional regulator GltR
1526 	prok_03846 	4059746..4062007 	+ 	2262 	metE 	prok_03846 	- 	- 	5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase
1527 	prok_03847 	4062496..4062753 	- 	258 	- 	prok_03847 	- 	- 	hypothetical protein
1527 	prok_03848 	4062750..4063178 	- 	429 	- 	prok_03848 	- 	- 	hypothetical protein
1528 	prok_03849 	4063590..4063883 	- 	294 	hcpA_6 	prok_03849 	- 	- 	Secreted protein hcp
1529 	prok_03850 	4064368..4064925 	+ 	558 	hxlB_2 	prok_03850 	- 	- 	3-hexulose-6-phosphate isomerase
1529 	prok_03851 	4064967..4066475 	+ 	1509 	ptsG_3 	prok_03851 	- 	- 	EIICBA-Glc
1529 	prok_03852 	4066526..4068523 	+ 	1998 	tktA_2 	prok_03852 	- 	- 	Transketolase 1
1530 	prok_03853 	4068553..4069398 	- 	846 	ybbH_3 	prok_03853 	- 	- 	putative HTH-type transcriptional regulator YbbH
1531 	prok_03854 	4069599..4070504 	- 	906 	allS_6 	prok_03854 	- 	- 	HTH-type transcriptional activator AllS
1531 	prok_03855 	4070582..4071805 	- 	1224 	codB_2 	prok_03855 	- 	- 	Cytosine permease
1531 	prok_03856 	4071831..4072220 	- 	390 	atzF 	prok_03856 	- 	- 	Allophanate hydrolase
1531 	prok_03857 	4072237..4073193 	- 	957 	arcC1_3 	prok_03857 	- 	- 	Carbamate kinase 1
1531 	prok_03858 	4073186..4074661 	- 	1476 	- 	prok_03858 	- 	- 	hypothetical protein
1531 	prok_03859 	4074607..4076166 	- 	1560 	sucD_3 	prok_03859 	- 	- 	Succinyl-CoA ligase [ADP-forming] subunit alpha
1531 	prok_03860 	4076261..4077121 	- 	861 	- 	prok_03860 	- 	- 	hypothetical protein
1531 	prok_03861 	4077127..4077795 	- 	669 	rutB_2 	prok_03861 	- 	- 	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
1532 	prok_03862 	4078052..4078861 	- 	810 	clcD_2 	prok_03862 	- 	- 	Carboxymethylenebutenolidase
1533 	prok_03863 	4079123..4079887 	+ 	765 	udp 	prok_03863 	- 	- 	Uridine phosphorylase
1534 	prok_03864 	4079922..4081412 	- 	1491 	- 	prok_03864 	- 	- 	Tripartite tricarboxylate transporter TctA family protein
1534 	prok_03865 	4081425..4081931 	- 	507 	- 	prok_03865 	- 	- 	Tripartite tricarboxylate transporter TctB family protein
1534 	prok_03866 	4081948..4082922 	- 	975 	- 	prok_03866 	- 	- 	Tripartite tricarboxylate transporter family receptor
1534 	prok_03867 	4082947..4083576 	- 	630 	dgoA_2 	prok_03867 	- 	- 	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
1534 	prok_03868 	4083566..4084570 	- 	1005 	- 	prok_03868 	- 	- 	2-keto-3-deoxy-galactonokinase
1534 	prok_03869 	4084594..4085361 	- 	768 	kdgR_2 	prok_03869 	- 	- 	Transcriptional regulator KdgR
1535 	prok_03870 	4085578..4087005 	+ 	1428 	rmuC 	prok_03870 	- 	- 	DNA recombination protein RmuC
1535 	prok_03871 	4087100..4087855 	+ 	756 	ubiE 	prok_03871 	- 	- 	Ubiquinone/menaquinone biosynthesis methyltransferase ubiE
1535 	prok_03872 	4087869..4088474 	+ 	606 	- 	prok_03872 	- 	- 	SCP-2 sterol transfer family protein
1535 	prok_03873 	4088471..4090111 	+ 	1641 	ubiB 	prok_03873 	- 	- 	putative ubiquinone biosynthesis protein UbiB
1535 	prok_03874 	4090190..4090459 	+ 	270 	tatA 	prok_03874 	- 	- 	Sec-independent protein translocase protein TatA
1535 	prok_03875 	4090463..4090978 	+ 	516 	tatB 	prok_03875 	- 	- 	Sec-independent protein translocase protein TatB
1535 	prok_03876 	4090981..4091757 	+ 	777 	tatC 	prok_03876 	- 	- 	Sec-independent protein translocase protein TatC
1535 	prok_03877 	4091799..4092581 	+ 	783 	tatD 	prok_03877 	- 	- 	Deoxyribonuclease TatD
1536 	prok_03878 	4092578..4093066 	- 	489 	rfaH 	prok_03878 	- 	- 	Transcription antitermination protein RfaH
1537 	prok_03879 	4093233..4094726 	+ 	1494 	ubiD 	prok_03879 	- 	- 	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
1537 	prok_03880 	4094772..4095473 	+ 	702 	fre 	prok_03880 	- 	- 	NAD(P)H-flavin reductase
1538 	prok_03881 	4095665..4096828 	- 	1164 	fadA 	prok_03881 	- 	- 	3-ketoacyl-CoA thiolase
1538 	prok_03882 	4096838..4099027 	- 	2190 	fadB 	prok_03882 	- 	- 	Fatty acid oxidation complex subunit alpha
1539 	prok_03883 	4099217..4100548 	+ 	1332 	pepQ 	prok_03883 	- 	- 	Xaa-Pro dipeptidase
1539 	prok_03884 	4100548..4101162 	+ 	615 	yigZ 	prok_03884 	- 	- 	IMPACT family member YigZ
1539 	prok_03885 	4101201..4102652 	+ 	1452 	trkH 	prok_03885 	- 	- 	Trk system potassium uptake protein TrkH
1539 	prok_03886 	4102664..4103209 	+ 	546 	hemG 	prok_03886 	- 	- 	Protoporphyrinogen IX dehydrogenase [menaquinone]
1540 	prok_03892 	4108782..4109309 	- 	528 	mobB 	prok_03892 	- 	- 	Molybdopterin-guanine dinucleotide biosynthesis protein B
1540 	prok_03893 	4109291..4109875 	- 	585 	mobA 	prok_03893 	- 	- 	Molybdenum cofactor guanylyltransferase
1541 	prok_03894 	4109945..4110214 	+ 	270 	- 	prok_03894 	- 	- 	hypothetical protein
1541 	prok_03895 	4110291..4111277 	+ 	987 	- 	prok_03895 	- 	- 	serine/threonine protein kinase
1541 	prok_03896 	4111294..4111920 	+ 	627 	dsbA 	prok_03896 	- 	- 	Thiol:disulfide interchange protein DsbA precursor
1541 	prok_03897 	4112075..4113505 	+ 	1431 	- 	prok_03897 	- 	- 	hypothetical protein
1542 	prok_03898 	4113546..4114478 	- 	933 	yihG 	prok_03898 	- 	- 	putative acyltransferase YihG
1542 	prok_03899 	4114598..4114783 	- 	186 	- 	prok_03899 	- 	- 	hypothetical protein
1543 	prok_03900 	4114842..4117628 	+ 	2787 	polA 	prok_03900 	- 	- 	DNA polymerase I
1544 	prok_03901 	4118010..4118642 	- 	633 	engB 	prok_03901 	- 	- 	putative GTP-binding protein EngB
1545 	prok_03902 	4119224..4119733 	+ 	510 	yihI 	prok_03902 	- 	- 	Der GTPase-activating protein YihI
1546 	prok_03903 	4119922..4121295 	+ 	1374 	hemN_3 	prok_03903 	- 	- 	Oxygen-independent coproporphyrinogen-III oxidase
1547 	prok_03904 	4121528..4121638 	- 	111 	- 	prok_03904 	- 	- 	hypothetical protein
1547 	prok_03905 	4121750..4123159 	- 	1410 	glnG 	prok_03905 	- 	- 	Nitrogen regulation protein NR(I)
1547 	prok_03906 	4123171..4124220 	- 	1050 	glnL 	prok_03906 	- 	- 	Nitrogen regulation protein NR(II)
1547 	prok_03907 	4124394..4125803 	- 	1410 	glnA 	prok_03907 	- 	- 	Glutamine synthetase
1548 	prok_03908 	4126176..4127999 	+ 	1824 	typA 	prok_03908 	- 	- 	Tyrosine phosphorylated protein A
1549 	prok_03909 	4128073..4128771 	- 	699 	ybhA_2 	prok_03909 	- 	- 	Pyridoxal phosphate phosphatase YbhA
1549 	prok_03910 	4128768..4129625 	- 	858 	- 	prok_03910 	- 	- 	hypothetical protein
1549 	prok_03911 	4129622..4130860 	- 	1239 	hemN_4 	prok_03911 	- 	- 	Oxygen-independent coproporphyrinogen-III oxidase
1549 	prok_03912 	4130853..4131725 	- 	873 	- 	prok_03912 	- 	- 	choline-sulfatase
1549 	prok_03913 	4131718..4132704 	- 	987 	- 	prok_03913 	- 	- 	alpha-L-glutamate ligases, RimK family
1549 	prok_03914 	4132764..4133609 	- 	846 	- 	prok_03914 	- 	- 	hypothetical protein
1550 	prok_03915 	4133844..4134632 	- 	789 	glpR_4 	prok_03915 	- 	- 	Glycerol-3-phosphate regulon repressor
1550 	prok_03916 	4134672..4135568 	- 	897 	rbsK_2 	prok_03916 	- 	- 	Ribokinase
1551 	prok_03917 	4135741..4136619 	+ 	879 	garR_3 	prok_03917 	- 	- 	2-hydroxy-3-oxopropionate reductase
1551 	prok_03918 	4136644..4137531 	+ 	888 	yihT 	prok_03918 	- 	- 	putative aldolase YihT
1551 	prok_03919 	4137564..4138574 	+ 	1011 	yjmD_3 	prok_03919 	- 	- 	putative zinc-type alcohol dehydrogenase-like protein YjmD
1551 	prok_03920 	4138644..4140077 	+ 	1434 	ygcS_3 	prok_03920 	- 	- 	Inner membrane metabolite transport protein YgcS
1551 	prok_03921 	4140176..4141525 	+ 	1350 	proP_2 	prok_03921 	- 	- 	Proline porter II
1551 	prok_03922 	4141515..4142402 	+ 	888 	- 	prok_03922 	- 	- 	putative aldose-1-epimerase
1551 	prok_03923 	4142543..4143142 	+ 	600 	yihX 	prok_03923 	- 	- 	Alpha-D-glucose-1-phosphate phosphatase YihX
1551 	prok_03924 	4143136..4144008 	+ 	873 	- 	prok_03924 	- 	- 	ribonuclease BN/unknown domain fusion protein
1551 	prok_03925 	4144005..4144442 	+ 	438 	dtd 	prok_03925 	- 	- 	D-tyrosyl-tRNA(Tyr) deacylase
1551 	prok_03926 	4144487..4145428 	+ 	942 	- 	prok_03926 	- 	- 	N-acetylglutamate synthase
1552 	prok_03927 	4145492..4146400 	- 	909 	nlhH_2 	prok_03927 	- 	- 	Carboxylesterase NlhH
1553 	prok_03928 	4146628..4146939 	+ 	312 	higB-2_1 	prok_03928 	- 	- 	Toxin HigB-2
1553 	prok_03929 	4146940..4147230 	+ 	291 	higA-2_1 	prok_03929 	- 	- 	Antitoxin igA-2
1553 	prok_03930 	4147315..4147527 	+ 	213 	- 	prok_03930 	- 	- 	hypothetical protein
1553 	prok_03931 	4147589..4147867 	+ 	279 	- 	prok_03931 	- 	- 	hypothetical protein
1554 	prok_03932 	4148263..4148481 	+ 	219 	- 	prok_03932 	- 	- 	Ribbon-helix-helix protein, copG family
1555 	prok_03933 	4148697..4149626 	- 	930 	- 	prok_03933 	- 	- 	formate dehydrogenase accessory protein FdhE
1555 	prok_03934 	4149623..4150258 	- 	636 	fdoI 	prok_03934 	- 	- 	Formate dehydrogenase-O subunit gamma
1555 	prok_03935 	4150255..4151157 	- 	903 	fdoH 	prok_03935 	- 	- 	Formate dehydrogenase-O subunit beta
1555 	prok_03936 	4151170..4153584 	- 	2415 	fdoG_1 	prok_03936 	- 	- 	Formate dehydrogenase-O major subunit precursor
1555 	prok_03937 	4153633..4154220 	- 	588 	fdoG_2 	prok_03937 	- 	- 	Formate dehydrogenase-O major subunit precursor
1556 	prok_03938 	4154414..4155247 	+ 	834 	- 	prok_03938 	- 	- 	formate dehydrogenase accessory protein
1556 	prok_03939 	4155335..4155889 	+ 	555 	- 	prok_03939 	- 	- 	hypothetical protein
1557 	prok_03940 	4156243..4157637 	+ 	1395 	- 	prok_03940 	- 	- 	hypothetical protein
1558 	prok_03941 	4157678..4157992 	- 	315 	rhaM 	prok_03941 	- 	- 	L-rhamnose mutarotase
1558 	prok_03942 	4158002..4158826 	- 	825 	rhaD 	prok_03942 	- 	- 	Rhamnulose-1-phosphate aldolase
1559 	prok_03943 	4159287..4160546 	- 	1260 	rhaA 	prok_03943 	- 	- 	L-rhamnose isomerase
1559 	prok_03944 	4160543..4162012 	- 	1470 	rhaB 	prok_03944 	- 	- 	Rhamnulokinase
1560 	prok_03945 	4162300..4163136 	+ 	837 	rhaS_2 	prok_03945 	- 	- 	L-rhamnose operon regulatory protein RhaS
1560 	prok_03946 	4163120..4164058 	+ 	939 	rhaR_2 	prok_03946 	- 	- 	L-rhamnose operon transcriptional activator RhaR
1561 	prok_03947 	4164055..4165089 	- 	1035 	rhaT 	prok_03947 	- 	- 	L-rhamnose-H(+) transport protein
1562 	prok_03948 	4165375..4165995 	+ 	621 	sodA 	prok_03948 	- 	- 	Superoxide dismutase [Mn]
1563 	prok_03949 	4166255..4167238 	+ 	984 	kdgT 	prok_03949 	- 	- 	2-keto-3-deoxygluconate permease
1563 	prok_03950 	4167387..4168061 	+ 	675 	- 	prok_03950 	- 	- 	6-N-hydroxylaminopurine resistance protein
1564 	prok_03951 	4168167..4169540 	- 	1374 	cpxA 	prok_03951 	- 	- 	Sensor protein CpxA
1564 	prok_03952 	4169537..4170235 	- 	699 	walR 	prok_03952 	- 	- 	Transcriptional regulatory protein WalR
1565 	prok_03953 	4170385..4170885 	+ 	501 	cpxP 	prok_03953 	- 	- 	Periplasmic protein CpxP precursor
1565 	prok_03954 	4171034..4171936 	+ 	903 	fieF 	prok_03954 	- 	- 	Ferrous-iron efflux pump FieF
1566 	prok_03955 	4171882..4171986 	- 	105 	- 	prok_03955 	- 	- 	hypothetical protein
1567 	prok_03956 	4172117..4173079 	+ 	963 	pfkA 	prok_03956 	- 	- 	6-phosphofructokinase isozyme 1
1568 	prok_03957 	4173399..4174388 	+ 	990 	sbp 	prok_03957 	- 	- 	Sulfate starvation-induced protein 2
1568 	prok_03958 	4174495..4175250 	+ 	756 	cdh 	prok_03958 	- 	- 	CDP-diacylglycerol pyrophosphatase
1569 	prok_03959 	4175305..4176072 	- 	768 	tpiA 	prok_03959 	- 	- 	Triosephosphate isomerase
1569 	prok_03960 	4176180..4176779 	- 	600 	- 	prok_03960 	- 	- 	hypothetical protein
1570 	prok_03961 	4176880..4177320 	+ 	441 	- 	prok_03961 	- 	- 	putative membrane protein
1571 	prok_03962 	4177532..4177831 	+ 	300 	- 	prok_03962 	- 	- 	hypothetical protein
1571 	prok_03963 	4177858..4178286 	+ 	429 	uspD 	prok_03963 	- 	- 	Universal stress protein D
1572 	prok_03964 	4178291..4179037 	- 	747 	fpr 	prok_03964 	- 	- 	Ferredoxin--NADP reductase
1572 	prok_03965 	4179134..4180144 	- 	1011 	glpX 	prok_03965 	- 	- 	Fructose-1,6-bisphosphatase 1 class 2
1572 	prok_03966 	4180315..4181823 	- 	1509 	glpK 	prok_03966 	- 	- 	Glycerol kinase
1572 	prok_03967 	4181846..4182691 	- 	846 	glpF 	prok_03967 	- 	- 	Aquaglyceroporin
1573 	prok_03968 	4183122..4183361 	+ 	240 	zapB 	prok_03968 	- 	- 	Cell division protein ZapB
1574 	prok_03969 	4183446..4183931 	- 	486 	rraA 	prok_03969 	- 	- 	Regulator of ribonuclease activity A
1574 	prok_03970 	4184024..4184950 	- 	927 	menA 	prok_03970 	- 	- 	1,4-dihydroxy-2-naphthoate octaprenyltransferase
1574 	prok_03971 	4185017..4186348 	- 	1332 	hslU 	prok_03971 	- 	- 	Unfoldase HslU
1574 	prok_03972 	4186358..4186888 	- 	531 	hslV 	prok_03972 	- 	- 	ATP-dependent protease subunit HslV
1574 	prok_03973 	4186981..4187835 	- 	855 	ftsN 	prok_03973 	- 	- 	Cell division protein FtsN
1575 	prok_03974 	4188032..4189057 	- 	1026 	cytR 	prok_03974 	- 	- 	HTH-type transcriptional repressor CytR
1575 	prok_03975 	4189213..4191411 	- 	2199 	priA 	prok_03975 	- 	- 	Primosomal protein N'
1576 	prok_03976 	4191614..4191826 	+ 	213 	rpmE 	prok_03976 	- 	- 	50S ribosomal protein L31
1577 	prok_03977 	4191887..4192495 	- 	609 	- 	prok_03977 	- 	- 	putative distant relative of cell wall-associated hydrolases
1577 	prok_03978 	4192555..4192872 	- 	318 	metJ 	prok_03978 	- 	- 	Met regulon regulatory protein MetJ
1578 	prok_03979 	4193149..4194309 	+ 	1161 	metB 	prok_03979 	- 	- 	Cystathionine gamma-synthase
